- MONTERREY TUVO OTRO AÑO PERDIDO EN EL COMBATE A LA CONTAMINACIÓN - Me sumo a la iniciativa #respiramonterrey par… https://t.co/mR28K81VIW
#CDMX #video #ReyesMagos #GlobosCONTAMINAN #DiaDeReyes #noalmaltratoanimal @adn40mx @mocastaneda por favor no promu… https://t.co/yR9psLSjmC
#CDMX @ManceraMiguelMX Basura y cascajo en río churbusco y eje 7 sur urge limpieza! @Del_Iztapalapa @072CDMX… https://t.co/RimMGpv3rS
#CDMX Norte y #Tlalnepantla #Ecatepec #Contaminación causa de #enfermedadesrespiratorias y #cáncerdepulmón… https://t.co/vtFVtoQBak
"#CDMX Pésimo actuar @SEDEMA_CDMX @tmullergarcia patrullas """"ecológicas"""""""" bloqueando y entorpeciendo tráfico en Legari… https://t.co/QKdGkXiER7"
#CDMX rebasa el límite de contaminación del aire recomendado por la OMS https://t.co/StphA2kbGU
"#CDMX una #GranCiudad en #Economía Hacer valer el reglamento de tránsito, sanciones por contaminación visual y auditiva."
#CDMX y citis como #Monterrey #Mtyfollow La contaminación afecta enfoque cognitivo https://t.co/7pGBon7DYc
#CDMX: Aumenta la contaminación en CDMX. https://t.co/AIzdl4y1bI
#CDMX: Disminuye contaminación ambiental en CDMX #CDMX https://t.co/aBnoOBxUl9
#CdMx: Los aseadores de calzado no son contaminación visual. Aprenda como un grupo de estudiantes está trabajando c… https://t.co/YlLE3YnHg0
#Chapultepec #CDMX #Contaminacion en Facebook Mexico https://t.co/Tpyu6qMTOM
#CHECAELDATO: ¿Sabías que 23% de las muertes en el mundo están relacionadas con el medio ambiente?… https://t.co/GA8zqgFYOy
#China construye el #purificador de aire más grande del mundo https://t.co/1OZwc598MK #Contaminacion #CO2 #CapadeOzono
#China construye un purificador gigante de aire para disminuir la #contaminación. https://t.co/scseyW8X1n https://t.co/42Sdh9OGxy
#China emprendió una nueva estrategia contra uno de sus peores enemigos: el smog asesino. ¿De qué se trata?… https://t.co/92Y4A4DHOz
#China planta cara a la #contaminación con el purificador de aire más grande del mundo Fuente: @EcoInventos… https://t.co/uAtrNjqiVC
#ciencia #naturaleza #ecologia Conocé la contaminación del aire en tiempo real https://t.co/pPa0C2EyFA
#ciencia #naturaleza #ecologia El ranking de países más contaminación del aire en AL https://t.co/ndPPLO7Bcu
#ciencia #naturaleza #ecologia Europa: estudio sobre el aire revela contaminación https://t.co/5gUdZhVcus
#ciencia #naturaleza #ecologia Notícies dilluns 27 de novembre: Mapa de la contaminación en España.... https://t.co/tqHqQKvTQq
#ciencia #naturaleza #ecologia Pekín nuevamente eleva la alerta por contaminación en el aire https://t.co/jKqVr4HNNB
#ciencia #naturaleza #ecologia Pekín nuevamente eleva la alerta por contaminación en el aire https://t.co/Rm8X9CxzZN
"#Ciencia Urgente, combatir la contaminación del aire, alerta la OMS https://t.co/wTFWwsNRHY"
"#CienciaUNAM El principal problema en México es la carencia de agua potable, resultado de la contaminación de los r… https://t.co/a4fvIY5fZo"
#Clima & Energía: La justicia europea condena a Polonia por la contaminación del aire https://t.co/Ev6Si36r2a
#Clima & Energía: La justicia europea condena a Polonia por la contaminación del aire https://t.co/s4XQrfJJW9 https://t.co/grW24SpFgW
#Clima & Energía: La justicia europea condena a Polonia por la contaminación del aire https://t.co/s4XQrfJJW9 https://t.co/ZjU69kCBSY
#Clima & Energía: Medellín decreta nuevamente alerta roja por contaminación del aire https://t.co/83yhoThJAr https://t.co/0cHy7fceKy
#Clima & Energía: Medellín decreta nuevamente alerta roja por contaminación del aire https://t.co/83yhoThJAr https://t.co/WUHjT1S8lW
#Clima & Energía: Medellín decreta nuevamente alerta roja por contaminación del aire https://t.co/LC0r44tvDJ
"#cohetes #Tlalnepantla #Ecatepec pobres ignorantes con sus fiestas cuando la #contaminación está tan alta, muriendo lentamente #edomex"
#ComoDato En el Valle de México mueren 9 mil personas al año por la contaminación. La cifra es alarmante y creo que… https://t.co/ZIFUMxZ7CR
#compartiendo Así afecta la contaminación del aire a nuestro cuerpo y a nuestras vidas https://t.co/84CXqwxivU
#Compartiendo La solución para combatir la contaminación del aire: un purificador gigante https://t.co/xoK4J4ILJc
#ConsejoTA buen dia una duda se preocupan por contaminación ambiental de aire y la contamibacion ambiental por malo… https://t.co/6I28ZhyT2U
#Contaminacion #Aire China avanza purificando y mejorando la Calidad del Aire! https://t.co/ZG3tHo99qi
#Contaminación #CDMX Valle de México amanece con mala calidad del aire (https://t.co/n8KblXDkhJ) El municipio de… https://t.co/qZ1AMVNjvQ
#contaminación #ciudad #tráfico #aireurbano #emisiondegases #polucion #pintura #lacas #pesticidas #coches… https://t.co/Ty1IIx7SNB
#Contaminación #Mayas Lluvia ácida acaba con patrimonio maya en #México https://t.co/iLk1V99xgj https://t.co/LGDU2jwy55
#contaminación “Una nueva contaminación emerge sobre la del tráfico en las ciudades” https://t.co/FMADOQ2sZb
#Contaminacion >#India comenzó a vaporizar el aire en #NuevaDelhi para combatir el #smog. Es lo que se viene en el… https://t.co/cinF3Tihwm
#Contaminación CDMX. https://t.co/5TCPrwUJjc
#Contaminación del aire en las ciudades. #Transición de las energías fósiles a las renovables @jorpow… https://t.co/pAB6PNx60y
#contaminación en la #CDMX https://t.co/NGzjQQfL68
"#Contaminación, #MuchoFrío y hasta #Lluvia sufrimos en la #CDMX. #HastacuandoMancera https://t.co/xg8KcoqFiY https://t.co/88vxqL1iOq"
"#contaminacion, que no es posible que el gobierne de CDMX haga algo para que los camiones de basura no contaminen,… https://t.co/eJqN7NkGg5"
#CONTAMINACIÓN: Mala calidad del aire en 3 municipios de NL https://t.co/2xxAaPQbYY
"#ContaminaciónVisual | """"La contaminación visual es un tema importante incluso está incluida en la Constitución de l… https://t.co/Cj2PZ3eFW7"
"#Contradicciones del humano, Contradicciones del mexicano Ya ni hablar de la contaminación y el costo México es el… https://t.co/AZiJ9H8Fx4"
"#Contradicciones del humano, Contradicciones del mexicano Ya ni hablar de la contaminación y el costo México es el… https://t.co/qh79BxulBS"
#ConvergenceIndia2018: se están buscando soluciones para los problemas indios relacionados con la producción inteli… https://t.co/1zc39ktkiJ
#ConvergenceIndia2018: se están buscando soluciones para los problemas indios relacionados con la producción inteli… https://t.co/sfuKItsymG
#Cuba #Salud OMS ratifica el llamado a combatir la contaminación del aire - La Organización Mundial de la Salud (OM… https://t.co/pWkxYxz8gH
#CumbreMundialdelOcéano Se buscarán acciones para la pesca sustentable y disminuir la contaminación en océanos https://t.co/cgw1oEnfae
"#DatoÚtil #Contaminación #CDMX Regular,calidad del aire en el Valle d México (https://t.co/n8KblXDkhJ) Las entidade… https://t.co/w2YDO8IpKe"
"#DatoVerde De acuerdo con la percepción de las personas, la principales preocupaciones ambientales que existen en M… https://t.co/y2mSON1QMy"
"#DejenDeContaminarXochimilco Ya llevan varios días quemando basura en la deportiva, durante la noche, generan mucho… https://t.co/0bJCPUvQqE"
#denunciaendespierta @CarlosLoret #DespiertaConLoret cómo es posible q sigamos teniendo este grado de contaminación… https://t.co/GCa6bBis1n
"#DePensarse La #CDMX es la ciudad con mayor tráfico en el mundo, la contaminación provocada por demasiados vehícul… https://t.co/BCiV93yYvA"
#Deportes Saúl Álvarez dio positivo en niveles bajos de Clembuterol por supuesta contaminación de la carne en Méx… https://t.co/j83LNV4maw
"#DespiertaConLoret #LasNoticiasConDanielle @lopezdoriga @Foro_TV @NTelevisa_com hace dos años, @ManceraMiguelMX par… https://t.co/gdFAdLX72G"
#DGODU #Contaminacion #MedioAmbiente #CambioClimatico #ClimateAction #PAOT #DelitoAmbiental #Calles #CDMX… https://t.co/p2PEAf4ACZ
#DíaInternacionalDeLosBosques celebramos este día para hacer conciencia y proteger nuestros bosques. Un #Árbol refr… https://t.co/8eScYwjMV8
#DíaInternacionaldelosBosques En México NO únicamente la Cd de México está teniendo GRAVES PROBLEMAS DE CONTAMINAC… https://t.co/irnAe9rV4N
#DíaMundialDelAgua ¿Sabías que 31.7% de las aguas superficiales del país están contaminadas o fuertemente contamina… https://t.co/vSkCg7ARSt
#DíaMundialDelAgua Gobernanza para el manejo integral de cuencas < https://t.co/exWB4SVqbu > de Laura C. Ruelas Mon… https://t.co/goo9ODScW5
#DíaMundialDelAgua La contaminación del agua le cuesta más de 50 millones de pesos al año al país. Lee:… https://t.co/Pwgza8xs3b
#DiaMundialVidaSilvestre México es uno de los países del mundo con mayor diversidad animal y vegetal. Desafortunada… https://t.co/tx6Gc5HHNs
#Diésel #MedioAmbiente #Contaminación #Aire https://t.co/NYZJ2nzYwE via @tualbacete
#Difunde Diputada @ceciliasotog promueve iniciativas para establecer la Ley de Desarrollo Metropolitano del Valle d… https://t.co/z8KGtJ047W
"#DronYuri te deberían contratar de promotor cultural, vigilante de ecología y contaminación, contador de tráfico, r… https://t.co/RYMvUZ8IMg"
"#DYInforma Ante la contaminación del aire con al menos media tonelada de heces cada día, piden a las autoridades... https://t.co/GKDyQtsbci"
"#ECOnsejo ¿Sabías que en lo que dura un año, un árbol alcanza un filtrar 28 kg. de contaminación en el aire? Por qu… https://t.co/qcLnvJs0ak"
#EDCMx #EDCMexico #edcmexico2018 @PAOTmx @SEDEMA_CDMX les gustó escuchar el concierto desde sus casas? Se escuchó… https://t.co/KbAigY2suI
"#Edomex | Otra vez #Ecatepec, es el municipio más contaminado de esta mañana en el Valle México ?????? * La radiación… https://t.co/aLs60Xkfu6"
"#Edomex | Otra vez #Ecatepec, es el municipio más contaminado de esta mañana en el Valle México ?????? * La radiación… https://t.co/h5ExbWt4nk"
"#Edomex Derivado de la #pirotecnia con la que muchos recibieron este #2018, la ciudad de #Toluca amaneció este lune… https://t.co/HpNGqhKOih"
#Edomex Realiza @MunicipioToluca inspección continua para evitar contaminación auditiva https://t.co/mlbr5akC8B
#Edomex Si tienes material electrónico en desuso acude el Primer Reciclatón eléctrico que realiza el gobierno de… https://t.co/6J5oIrLwZe
#Edomex Ya quitaste tu árbol de Navidad? No lo tires a la basura! Evita contaminación. Llévalo a un Centro de Acopi… https://t.co/j1vRaeHzKn
"#Edomex: 90 mil no pueden dejar auto, #SCT_mx sin aprobar suburbano a #Huehuetoca https://t.co/Z9DuCGJHMT https://t.co/65RM9ANqlP"
"#Edomex: 90 mil no pueden dejar auto, #SCT_mx sin aprobar suburbano a #Huehuetoca https://t.co/Z9DuCGJHMT https://t.co/9YFCWcfGdn"
"#Edomex: 90 mil no pueden dejar auto, #SCT_mx sin aprobar suburbano a #Huehuetoca https://t.co/Z9DuCGJHMT https://t.co/aOcOhPILps"
"#Edomex: 90 mil no pueden dejar auto, #SCT_mx sin aprobar suburbano a #Huehuetoca https://t.co/Z9DuCGJHMT https://t.co/crke0Qn6Dr"
"#Edomex: 90 mil no pueden dejar auto, #SCT_mx sin aprobar suburbano a #Huehuetoca https://t.co/Z9DuCGJHMT https://t.co/g8RaFvL8zD"
"#Edomex: 90 mil no pueden dejar auto, #SCT_mx sin aprobar suburbano a #Huehuetoca https://t.co/Z9DuCGJHMT https://t.co/i69eMgu27f"
"#Edomex: 90 mil no pueden dejar auto, #SCT_mx sin aprobar suburbano a #Huehuetoca https://t.co/Z9DuCGJHMT https://t.co/jOCxxtIAJZ"
"#Edomex: 90 mil no pueden dejar auto, #SCT_mx sin aprobar suburbano a #Huehuetoca https://t.co/Z9DuCGJHMT https://t.co/pgewuRyM0d"
"#Edomex: 90 mil no pueden dejar auto, #SCT_mx sin aprobar suburbano a #Huehuetoca https://t.co/Z9DuCGJHMT https://t.co/rQ5bu8GUP4"
"#Edomex: 90 mil no pueden dejar auto, #SCT_mx sin aprobar suburbano a #Huehuetoca https://t.co/Z9DuCGJHMT https://t.co/tRarr65CZU"
"#Edomex: 90 mil no pueden dejar auto, #SCT_mx sin aprobar suburbano a #Huehuetoca https://t.co/Z9DuCGJHMT https://t.co/Y2jAqXt9oA"
#EEUU y #Cuba concluyeron hoy una reunión de 2 días para establecer un plan bilateral contra la contaminación por d… https://t.co/AhxE3xtfDI
#EEUU y #Cuba concluyeron hoy una reunión de 2 días para establecer un plan bilateral contra la contaminación por d… https://t.co/QYZzWNukjt
#EEUU y #Cuba concluyeron hoy una reunión de 2 días para establecer un plan bilateral contra la contaminación por d… https://t.co/Xgyjw4EEN7
#ElCambioClimatico Sin contaminacion La contaminacion del aire es el mayor riesgo ambiental?
"#ElDatoDeSalud #SanitasDataSalud 12,6 millones de personas mueren cada año por causas medioambientales como la cont… https://t.co/hQhHchg3dj"
"#EmpezandoElAñoY llegando a la #CDMX con una gran contaminación dando la bienvenida, menos mal que estuve tres sema… https://t.co/MhtRWTf7od"
#EnBLUJeans contribuir con un mejor aire disminuyendo la contaminación de mi carro al instalar Gas Natural Vehicula… https://t.co/5j5aKcSbpu
"#END Medellín decreta nuevamente alerta roja por contaminación del aire - El Nuevo Diario. Medellín, la segunda ciu… https://t.co/u3cKfm5jCq"
#EnElMundo China plantará 84 000 kilómetros cuadrados de árboles para combatir la contaminación. ¿México cuándo? Sú… https://t.co/SAd684n71I
#EnEste2018 ¡Extraordinario! China construye el ‘purificador de aire más grande del mundo’ https://t.co/SYoxCBoeAE
#EnLaCalle Rastros de pirotecnia en las calles. El director @PCYBOMGDL señaló que cuando el humo es blanco se trata… https://t.co/EwQxrnwzY8
#EnLaVidaNadaComo sentir el aire puro y limpio en tus plumas. - Pensó el pájaro hasta que llegó a la CDMX #microcuento #Contaminacion
"#EnMedios | #México, sede de la Cumbre Mundial del Océano 2018. En este foro se busca generar soluciones en temas… https://t.co/EwPdBU4Y7Y"
#EnMedios 80 por ciento de los ríos en #México presentan algún síntoma de contaminación lo que es indicativo de la… https://t.co/NmJRPdYVgD
#EnQuéMomento fue que CDMX permitió tanta contaminación ?? hagamos conciencia y respetemos al medio ambiente ??… https://t.co/TVpA2pYNET
#Entérate #Contaminación Ecatepec es el municipio + contaminado hoy en el Valle de México A la población del muni… https://t.co/8DsPRdV2cf
"#Entérate @ManceraMiguelMX informó que desde la implementación del Programa #HoyNoCircula, la #CDMX ha presentado… https://t.co/Dyxyskgiw2"
"#Entérate @ManceraMiguelMX informó que desde la implementación del Programa #HoyNoCircula, la #CDMX ha presentado… https://t.co/OAceTy6Jlw"
#Entérate | @SEDEMA_CDMX publica norma para regular contaminación por cremaciones https://t.co/hK2Uq5JPBm https://t.co/zVTzjWqa91
#Entérate Además de que pondrá cámaras de video vigilancia por toda la #CDMX y eliminará la #contaminación ambienta… https://t.co/6M0i3PCytc
"#Entérate Cada año se registran 21,000 muertes prematuras por contaminación ambiental. Más información en https://t.co/aSQ88WYFX0"
"#Entérate Fallida, la política ambiental en CDMX: Mikel Arriola https://t.co/eBJ8J7j2dh https://t.co/UKDbxHP47v"
#Entérate Investigadores universitarios diseñan apps que monitorean la contaminación por metales pesados en la Ciud… https://t.co/IkL40SgOYP
#Entérate Investigadores universitarios diseñan apps que monitorean la contaminación por metales pesados en la... https://t.co/oFATqSlqMU
#Entérate Solo 21 días de aire puro durante 2017 en #CDMX https://t.co/QTsv7OhJ3t https://t.co/2mCWYG7x3V
#Entérate Solo 21 días de aire puro durante 2017 en #CDMX https://t.co/QTsv7OhJ3t https://t.co/ayC0fwjftB
"#EntérateCDMX """"Lo que necesitamos aquí es una verdadera inversión para recomponer esta presa que tiene grandes prob… https://t.co/6q98jefUEl"
#EntidadProvincia Conalep y Proam buscan disminuir contaminación del aire https://t.co/vOZoFIpTLf https://t.co/Qs0gwWX9tj
"#EnTribuna Diputada @CeciliaSotoG presenta iniciativas en materia de contaminación lumínica, defensa de usuarios de… https://t.co/wMKlnrJOyX"
"#ENVIVO #CLÍMAX """"La contaminación del aire es un factor cancerígeno"""""""" @opsoms"
"#ENVIVO #CLÍMAX """"La contaminación del aire es un factor cancerígeno"""""""" organización mundial de la salud"
#EnVivo En #21Noticias @LaloPeriodista nos habla sobre la prevención de la contaminación en las fuentes de agua de… https://t.co/4MbUhz9LPt
#EsDecepcionanteQue El 27 % de los infartos de miocardio tiene que ver con una exposición al aire contaminado https://t.co/dt5tpA6Rrl
"#Especial ¿Consideras que fue una buena idea construir el parque Ecoducto CDMX sobre el Viaducto Miguel Alemán, a p… https://t.co/wGlsQqsbRh"
#EstadoDeAlerta Delicada situación ambiental en Medellín con una alerta III de IV por contaminación del aire https://t.co/tSD5IDhuC9
"#ESTADOS Por contaminación, restringen el uso de pirotecnia en Monterrey https://t.co/C5RD6fERET https://t.co/PNhFrGXQ3G"
"#Estreno La premier mundial del documental El Derrame, de Timothy Kotowski, será el viernes 23 de marzo en auditori… https://t.co/nQIbI1Q6Ig"
#ExpediciónOdisea L… https://t.co/k1Gqxj39Er
#ExpediciónOdisea La contaminación petrolera involucra todas las operaciones relacionadas con la explotación y tran… https://t.co/U5ZRBZ8xr8
#ExpediciónOdisea Una de las mayores causas de la contaminación del aire es el dióxido de carbono el cual genera au… https://t.co/Hf2sEMeQJ8
#Farandula “Señores seamos conscientes con la contaminación de la carne que ha impactado a docenas de atletas en... https://t.co/fQ4F3CWxph
#FelizDomingo Hoy No Circula ha disminuido contaminación en el Valle de México: Came https://t.co/OzG8cGuHKL https://t.co/7NuBQMATXB
#Felizlunes hoy no circula #Amarillo 5/6 buen inicio de semana aportemos para que la contaminación no suba #CDMX https://t.co/qLTWZq9eT4
#FelizMiércoles La contaminación del aire provoca 17 mil 700 muertes cada año en #México: @greenpeacemx… https://t.co/hI2UWxtSMh
"#FotoDelDía Sin aire limpio, sin medidor de contaminación https://t.co/ILjlEoZSR9 https://t.co/Rfugkir7Gg"
#FRACKING está prohibido en Europa en #Mexico Peña Nieto lo permitirá a transnacionales Son 360 municipios de nueve… https://t.co/umWlmDTmRp
#HDSPM #Contaminación #CDMX #ManceraHazTuChamba #AUDI #Gandalla https://t.co/Lrp6FF6Y24
#HERMOSILLO Multan a negocios por contaminación auditiva y del aire https://t.co/A4Tav3mqGM
#HERMOSILLO Se ha mantenido por abajo del nivel permitido de 75 micro gramos por metro cúbico https://t.co/GiF7efFN6K
#Hidalgo Mesa de Trabajo con representantes de las comunidades ribereñas de #Tula y #Tepetitlan con la @conagua_mx… https://t.co/KYQCUQhiXT
#HoyAprendí El problema ambiental más difícil de solucionar es la contaminación del aire @Betodiazcid
#HoyAprendí que la contaminación del aire es el primer lugar en el ranking del top 10 de la contaminación. ?? @Betodiazcid #Ambiental
#HoyDePlano hasta Iztapalapa se ve bonita sin tráfico ni contaminación https://t.co/J4gXWuVjbo
#HoyNoCircula ha disminuido #contaminación en el Valle de México: #Came https://t.co/fJbVRCxlaX
#HoyNoCircula ha disminuido contaminación en el Valle de México: @CAMegalopolis. https://t.co/aoT6jTaR8X https://t.co/VRPgzFDNyN
#HoyNoCircula ha disminuido contaminación en el Valle de México: CAMegalopolis. https://t.co/HDlFOvBGVy https://t.co/VZu85cMAxe
#HoyNoCircula se aplicó porque el domingo 24 se registraron altos niveles de contaminación. Conoce los detalles con… https://t.co/nA6ppI0Bjq
#Huehuetlan Nuevamente vecinos de la delegación de Huichihuayán dieron a conocer la contaminación que realiza la j… https://t.co/6jJzTiAUaw
#InfecciónAlimentaria por #Bacteria #DatoOMS La contaminación de los alimentos puede producirse en cualquier etapa… https://t.co/6UUrs56UzC
#InfecciónAlimentaria por #Bacteria #OMS La contaminación de los alimentos puede producirse en cualquier etapa del… https://t.co/9KURYjV8Rx
#Ingeniería #México: #INFOGRAFÍA ¿Sabías que en nuestro país el 68% de las aguas superficiales presentan de contami… https://t.co/7OY6LtAol6
"#Ingeniería #México: Después de ser lanzado el 13 de octubre, el #satélite #Sentinel-5P ha enviado las primeras imá… https://t.co/Dvqc3JPtut"
#Ingeniería #México: La contaminación afecta nuestro enfoque cognitivo. Entre los agentes contaminantes destacan la… https://t.co/Mw3sz61IDE
#Internacional #UE pide a nueve países medidas urgentes contra contaminación del aire. La nota en:… https://t.co/9pZpIx57aQ
#INTERNACIONAL El 51% de los colombianos percibe la contaminación del aire como el mayor problema ambiental.
"#Internacional El objetivo es promover acciones para el desarrollo de una pesca sustentable, disminuir la contamina… https://t.co/iPHknwuOcu"
